dataset: C
instance: CA2
+-----------+
2D Packing Heuristic in Truck P111880305
Min2DVol: 18.099899999999995 [m2]
Stack 0 with items: ['0090012500_28022023001590', '0090012500_28022023001590']
Stack 1 with items: ['0090012500_28022023001590', '0090012500_28022023001590']
Stack 2 with items: ['0090012500_28022023000137', '0090012500_28022023001359']
Stack 3 with items: ['0090012500_28022023001359', '0090012500_28022023000657']
Stack 4 with items: ['0090012500_28022023000657', '0090012500_28022023000657']
Stack 5 with items: ['0090012500_28022023000423', '0090012500_28022023000423']
Stack 6 with items: ['0090012500_28022023000423', '0090012500_28022023000423']
Stack 7 with items: ['0090012500_28022023000423', '0090012500_28022023000423']
Stack 8 with items: ['0090012500_28022023000423', '0090012500_28022023000423']
Stack 9 with items: ['0090012500_28022023000423', '0090012500_28022023000423']
Stack 10 with items: ['0090012500_28022023000423', '0090012500_28022023000423']
Stack 11 with items: ['0090012500_28022023000423', '0090012500_28022023000423']
Stack 12 with items: ['0090012500_28022023000423', '0090012500_28022023000423']
Stack 13 with items: ['0090012500_28022023000423', '0090012500_28022023000298']
Heuristic packed all stacks
