dataset: C
instance: SA2
+-----------+
2D Packing Heuristic in Truck P094055503
Min2DVol: 31.200000000000014 [m2]
Stack 0 with items: ['0090017100_28022023017410', '0090017100_28022023017410', '0090017100_28022023017410']
Stack 1 with items: ['0090017100_28022023017410', '0090017100_28022023017410', '0090017100_28022023017410']
Stack 2 with items: ['0090017100_28022023009830', '0090017100_28022023009830', '0090017100_28022023009830']
Stack 3 with items: ['0090017100_28022023006907', '0090017100_28022023006907', '0090017100_28022023006907']
Stack 4 with items: ['0090017100_28022023006907', '0090017100_28022023006907', '0090017100_28022023006907']
Stack 5 with items: ['0090017100_28022023006907', '0090017100_28022023006907', '0090017100_28022023006907']
Stack 6 with items: ['0090017100_28022023006907', '0090017100_28022023006907', '0090017100_28022023006907']
Stack 7 with items: ['0090017100_28022023006907', '0090017100_28022023006907', '0090017100_28022023006907']
Stack 8 with items: ['0090017100_28022023006907', '0090017100_28022023006907', '0090017100_28022023006907']
Stack 9 with items: ['0090017100_28022023006907', '0090017100_28022023006907', '0090017100_28022023006907']
Stack 10 with items: ['0090017100_28022023024501', '0090017100_28022023024501', '0090017100_28022023024501']
Stack 11 with items: ['0090017100_28022023024501', '0090017100_28022023024501', '0090017100_28022023024501']
Stack 12 with items: ['0090017100_28022023024501', '0090017100_28022023024501', '0090017100_28022023024501']
Stack 13 with items: ['0090017100_28022023024501', '0090017100_28022023024501', '0090017100_28022023024501']
Stack 14 with items: ['0090017100_28022023024501', '0090017100_28022023024501', '0090017100_28022023024501']
Stack 15 with items: ['0090017100_28022023024501', '0090017100_28022023024501', '0090017100_28022023024501']
Stack 16 with items: ['0090017100_28022023024501', '0090017100_28022023024501', '0090017100_28022023024501']
Stack 17 with items: ['0090017100_28022023024501', '0090017100_28022023024501', '0090017100_28022023024501']
Stack 18 with items: ['0090017100_28022023024501', '0090017100_28022023024501', '0090017100_28022023024501']
Stack 19 with items: ['0090017100_28022023024501', '0090017100_28022023024501', '0090017100_28022023024501']
Heuristic packed all stacks
