dataset: B
instance: FS
+-----------+
2D Packing Heuristic in Truck P346510901
Min2DVol: 21.120000000000005 [m2]
Stack 0 with items: ['0091017500_26102022001615', '0091017500_26102022001615', '0091017500_26102022001615']
Stack 1 with items: ['0091017500_26102022001615', '0091017500_26102022001546', '0091017500_26102022001546']
Stack 2 with items: ['0091017500_26102022001204', '0091017500_26102022001204', '0091017500_26102022001204']
Stack 3 with items: ['0091017500_26102022000979', '0091017500_26102022000674', '0091017500_26102022000674']
Stack 4 with items: ['0091017500_26102022000674', '0091017500_26102022000674', '0091017500_26102022000674']
Stack 5 with items: ['0091017500_26102022000674', '0091017500_26102022000674', '0091017500_26102022000674']
Stack 6 with items: ['0091017500_26102022000674', '0091017500_26102022000616', '0091017500_26102022000674']
Stack 7 with items: ['0091017500_26102022000616', '0091017500_26102022000616', '0091017500_26102022000616']
Stack 8 with items: ['0091017500_26102022000616', '0091017500_26102022000616', '0091017500_26102022000616']
Stack 9 with items: ['0091017500_26102022000616', '0091017500_26102022000616', '0091017500_26102022000616']
Stack 10 with items: ['0091017500_26102022000192', '0091017500_26102022000192', '0091017500_26102022000192']
Heuristic packed all stacks
