dataset: X
instance: SA5
+-----------+
2D Packing Heuristic in Truck P201056311
Min2DVol: 30.24000000000001 [m2]
Stack 0 with items: ['0090017100_14062023025995', '0090017100_14062023025995', '0090017100_14062023025995']
Stack 1 with items: ['0090017100_14062023025995', '0090017100_14062023025995', '0090017100_14062023025995']
Stack 2 with items: ['0090017100_14062023025995', '0090017100_14062023025995', '0090017100_14062023025995']
Stack 3 with items: ['0090017100_14062023009505', '0090017100_14062023009505', '0090017100_14062023009505']
Stack 4 with items: ['0090017100_14062023007649', '0090017100_14062023007649', '0090017100_14062023007649']
Stack 5 with items: ['0090017100_14062023007649', '0090017100_14062023007649', '0090017100_14062023007649']
Stack 6 with items: ['0090017100_14062023028477', '0090017100_14062023028477']
Stack 7 with items: ['0090017100_14062023028477', '0090017100_14062023028477']
Stack 8 with items: ['0090017100_14062023029618', '0090017100_14062023028477']
Stack 9 with items: ['0090017100_14062023028477', '0090017100_14062023028477']
Stack 10 with items: ['0090017100_14062023028477', '0090017100_14062023028477']
Stack 11 with items: ['0090017100_14062023028477', '0090017100_14062023028477']
Stack 12 with items: ['0090017100_14062023028477', '0090017100_14062023028477']
Stack 13 with items: ['0090017100_14062023028477', '0090017100_14062023028477']
Stack 14 with items: ['0090017100_14062023028477', '0090017100_14062023028477']
Stack 15 with items: ['0090017100_14062023028477', '0090017100_14062023028477']
Stack 16 with items: ['0090017100_14062023028477', '0090017100_14062023028477']
Stack 17 with items: ['0090017100_14062023029618', '0090017100_14062023029618']
Heuristic packed all stacks
