dataset: X
instance: BY4
+-----------+
2D Packing Heuristic in Truck P201258801
Min2DVol: 30.0576 [m2]
Stack 0 with items: ['0090016900_14062023035304', '0090016900_14062023035304', '0090016900_14062023035304']
Stack 1 with items: ['0090016900_14062023032629', '0090016900_14062023032629', '0090016900_14062023032629']
Stack 2 with items: ['0090016900_14062023032629', '0090016900_14062023032629', '0090016900_14062023032629']
Stack 3 with items: ['0090016900_14062023024425', '0090016900_14062023024425', '0090016900_14062023024425']
Stack 4 with items: ['0090016900_14062023022270', '0090016900_14062023022270', '0090016900_14062023022270']
Stack 5 with items: ['0090016900_14062023021572', '0090016900_14062023021572', '0090016900_14062023021572']
Stack 6 with items: ['0090016900_14062023015815', '0090016900_14062023009666', '0090016900_14062023009666']
Stack 7 with items: ['0090016900_14062023000879', '0090016900_14062023000879', '0090016900_14062023000879']
Stack 8 with items: ['0090016900_14062023005961', '0090016900_14062023005961']
Stack 9 with items: ['0090016900_14062023005961', '0090016900_14062023018874']
Stack 10 with items: ['0090016900_14062023018874', '0090016900_14062023005961']
Stack 11 with items: ['0090016900_14062023005961', '0090016900_14062023018874']
Stack 12 with items: ['0090016900_14062023018874', '0090016900_14062023018874']
Stack 13 with items: ['0090016900_14062023018874', '0090016900_14062023018874']
Stack 14 with items: ['0090016900_14062023005961', '0090016900_14062023018874']
Stack 15 with items: ['0090016900_14062023005961', '0090016900_14062023005961']
Stack 16 with items: ['0090016900_14062023018873', '0090016900_14062023018873']
Stack 17 with items: ['0090016900_14062023009580', '0090016900_14062023009580']
Stack 18 with items: ['0090016900_14062023009580', '0090016900_14062023018873']
Stack 19 with items: ['0090016900_14062023043706', '0090016900_14062023043706']
Stack 20 with items: ['0090016900_14062023043706', '0090016900_14062023043706']
Stack 21 with items: ['0090016900_14062023043706', '0090016900_14062023043706']
Heuristic packed all stacks
