dataset: A
instance: SA
+-----------+
2D Packing Heuristic in Truck P228154903
Min2DVol: 34.693799999999996 [m2]
Stack 0 with items: ['0090017100_03072022006092', '0090017100_03072022006092', '0090017100_03072022006092']
Stack 1 with items: ['0090017100_03072022006092', '0090017100_03072022006092', '0090017100_03072022006092']
Stack 2 with items: ['0090017100_03072022001402', '0090017100_03072022006092', '0090017100_03072022006092']
Stack 3 with items: ['0090017100_03072022006092', '0090017100_03072022006092', '0090017100_03072022006092']
Stack 4 with items: ['0090017100_03072022006092', '0090017100_03072022006092', '0090017100_03072022006092']
Stack 5 with items: ['0090017100_03072022006092', '0090017100_03072022006092', '0090017100_03072022006092']
Stack 6 with items: ['0090017100_03072022006092', '0090017100_03072022006092', '0090017100_03072022006092']
Stack 7 with items: ['0090017100_03072022006092', '0090017100_03072022006092', '0090017100_03072022006092']
Stack 8 with items: ['0090017100_03072022006843', '0090017100_03072022006843', '0090017100_03072022006843']
Stack 9 with items: ['0090017100_03072022006843', '0090017100_03072022006843', '0090017100_03072022006843']
Stack 10 with items: ['0090017100_03072022006843', '0090017100_03072022006843', '0090017100_03072022006843']
Stack 11 with items: ['0090017100_03072022006843', '0090017100_03072022006843', '0090017100_03072022006843']
Stack 12 with items: ['0090017100_03072022006843', '0090017100_03072022006843', '0090017100_03072022006843']
Stack 13 with items: ['0090017100_03072022006843', '0090017100_03072022006843', '0090017100_03072022006843']
Stack 14 with items: ['0090017100_03072022006843', '0090017100_03072022006843', '0090017100_03072022006843']
Stack 15 with items: ['0090017100_03072022006843', '0090017100_03072022006843', '0090017100_03072022006843']
Stack 16 with items: ['0090017100_03072022006843', '0090017100_03072022006843', '0090017100_03072022006843']
Stack 17 with items: ['0090017100_03072022006843', '0090017100_03072022006843', '0090017100_03072022006843']
Stack 18 with items: ['0090017100_03072022006843', '0090017100_03072022006843', '0090017100_03072022006843']
Stack 19 with items: ['0090017100_03072022006843', '0090017100_03072022006843', '0090017100_03072022006843']
Stack 20 with items: ['0090017100_03072022006843', '0090017100_03072022006843', '0090017100_03072022006843']
Stack 21 with items: ['0090017100_03072022005165', '0090017100_03072022005165', '0090017100_03072022006843']
Stack 22 with items: ['0090017100_03072022005165', '0090017100_03072022005165', '0090017100_03072022005165']
Stack 23 with items: ['0090017100_03072022006713', '0090017100_03072022006713', '0090017100_03072022006713', '0090017100_03072022006713']
Stack 24 with items: ['0090017100_03072022006713', '0090017100_03072022006713', '0090017100_03072022006713']
Stack 25 with items: ['0090017100_03072022006713', '0090017100_03072022006713', '0090017100_03072022006713', '0090017100_03072022006713']
Stacks not packed:
Stack 20 missing: ['0090017100_03072022006843', '0090017100_03072022006843', '0090017100_03072022006843']
Stack 21 missing: ['0090017100_03072022005165', '0090017100_03072022005165', '0090017100_03072022006843']
Stack 22 missing: ['0090017100_03072022005165', '0090017100_03072022005165', '0090017100_03072022005165']
