dataset: B
instance: VA
+-----------+
2D Packing Heuristic in Truck P349650105
Min2DVol: 31.19999999999999 [m2]
Stack 0 with items: ['0091017300_26102022011929', '0091017300_26102022011929', '0091017300_26102022011929']
Stack 1 with items: ['0091017300_26102022011929', '0091017300_26102022011929', '0091017300_26102022011929']
Stack 2 with items: ['0091017300_26102022011929', '0091017300_26102022010705', '0091017300_26102022010705']
Stack 3 with items: ['0091017300_26102022010705', '0091017300_26102022010210', '0091017300_26102022010705']
Stack 4 with items: ['0091017300_26102022010210', '0091017300_26102022010210', '0091017300_26102022010210']
Stack 5 with items: ['0091017300_26102022010210', '0091017300_26102022009792', '0091017300_26102022009792']
Stack 6 with items: ['0091017300_26102022009792', '0091017300_26102022009792', '0091017300_26102022009792']
Stack 7 with items: ['0091017300_26102022009792', '0091017300_26102022009792', '0091017300_26102022009792']
Stack 8 with items: ['0091017300_26102022009792', '0091017300_26102022008258', '0091017300_26102022008258']
Stack 9 with items: ['0091017300_26102022008132', '0091017300_26102022008132', '0091017300_26102022008132']
Stack 10 with items: ['0091017300_26102022006252', '0091017300_26102022006252', '0091017300_26102022006252']
Stack 11 with items: ['0091017300_26102022006252', '0091017300_26102022006252', '0091017300_26102022006252']
Stack 12 with items: ['0091017300_26102022006252', '0091017300_26102022006252', '0091017300_26102022006252']
Stack 13 with items: ['0091017300_26102022003720', '0091017300_26102022003720', '0091017300_26102022003720']
Stack 14 with items: ['0091017300_26102022003720', '0091017300_26102022003720', '0091017300_26102022003720']
Stack 15 with items: ['0091017300_26102022003720', '0091017300_26102022003720', '0091017300_26102022003720']
Stack 16 with items: ['0091017300_26102022003720', '0091017300_26102022003720', '0091017300_26102022003720']
Stack 17 with items: ['0091017300_26102022003720', '0091017300_26102022003720', '0091017300_26102022003720']
Stack 18 with items: ['0091017300_26102022003720', '0091017300_26102022002672', '0091017300_26102022003720']
Stack 19 with items: ['0091017300_26102022002672', '0091017300_26102022002672', '0091017300_26102022002672']
Stack 20 with items: ['0091017300_26102022002672', '0091017300_26102022002672', '0091017300_26102022002672']
Stack 21 with items: ['0091017300_26102022001159', '0091017300_26102022000950', '0091017300_26102022001159']
Stack 22 with items: ['0091017300_26102022000950', '0091017300_26102022000891', '0091017300_26102022000950']
Stack 23 with items: ['0091017300_26102022000891', '0091017300_26102022000166', '0091017300_26102022000166']
Stack 24 with items: ['0091017300_26102022000166', '0091017300_26102022000166', '0091017300_26102022000166']
Stack 25 with items: ['0091017300_26102022000166', '0091017300_26102022000166', '0091017300_26102022000166']
Heuristic packed all stacks
