dataset: A
instance: FL
+-----------+
2D Packing Heuristic in Truck P236076305
Min2DVol: 30.054179999999988 [m2]
Stack 0 with items: ['0090015100_03072022010436', '0090015100_03072022010436']
Stack 1 with items: ['0090015100_03072022001353', '0090015100_03072022001353']
Stack 2 with items: ['0090015100_03072022008788']
Stack 3 with items: ['0090015100_03072022009895', '0090015100_03072022005237', '0090015100_03072022009895']
Stack 4 with items: ['0090015100_03072022005237', '0090015100_03072022005237', '0090015100_03072022005237']
Stack 5 with items: ['0090015100_03072022005237', '0090015100_03072022005237', '0090015100_03072022005237']
Stack 6 with items: ['0090015100_03072022005237', '0090015100_03072022005237', '0090015100_03072022005237']
Stack 7 with items: ['0090015100_03072022005237', '0090015100_03072022004603', '0090015100_03072022005237']
Stack 8 with items: ['0090015100_03072022004603', '0090015100_03072022004603', '0090015100_03072022004603']
Stack 9 with items: ['0090015100_03072022004603', '0090015100_03072022004603', '0090015100_03072022004603']
Stack 10 with items: ['0090015100_03072022004603', '0090015100_03072022004603', '0090015100_03072022004603']
Stack 11 with items: ['0090015100_03072022003012', '0090015100_03072022003012', '0090015100_03072022003012']
Stack 12 with items: ['0090015100_03072022003012', '0090015100_03072022003012', '0090015100_03072022003012']
Stack 13 with items: ['0090015100_03072022003012', '0090015100_03072022003012', '0090015100_03072022003012']
Stack 14 with items: ['0090015100_03072022003012', '0090015100_03072022003012', '0090015100_03072022003012']
Stack 15 with items: ['0090015100_03072022003012', '0090015100_03072022002801', '0090015100_03072022002801']
Stack 16 with items: ['0090015100_03072022002801', '0090015100_03072022002801', '0090015100_03072022002801']
Stack 17 with items: ['0090015100_03072022002801', '0090015100_03072022002801', '0090015100_03072022002801']
Stack 18 with items: ['0090015100_03072022002801', '0090015100_03072022002801', '0090015100_03072022002801']
Stack 19 with items: ['0090015100_03072022002801']
Stack 20 with items: ['0090015100_03072022010517', '0090015100_03072022010517', '0090015100_03072022010517']
Stack 21 with items: ['0090015100_03072022010517', '0090015100_03072022010517', '0090015100_03072022010517']
Stack 22 with items: ['0090015100_03072022010517', '0090015100_03072022010517', '0090015100_03072022010517']
Stack 23 with items: ['0090015100_03072022010517', '0090015100_03072022010517', '0090015100_03072022010517']
Stack 24 with items: ['0090015100_03072022010517', '0090015100_03072022010517', '0090015100_03072022010517']
Heuristic packed all stacks
